GERENCIA;NOMBRE GERENCIA;CS;CENTRO;CONSULTORIO
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. GAMONES
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. LUELMO
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. PINILLA DE FERMOSELLE
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. TORREFRADES
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. VILLAR DEL BUEY
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. ESCOBER
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. OTERO DE BODAS
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. PERILLA DE CASTRO
1711;Gerencia de Zamora;171118;C.S. SANTIBAÑEZ VIDRIAL;C.L. ROSINOS DE VIDRIALES
1711;Gerencia de Zamora;171118;C.S. SANTIBAÑEZ VIDRIAL;C.L. S. PEDRO DE LA VIÑA
1711;Gerencia de Zamora;171119;C.S. VILLALPANDO;C.L. QUINTANILLA DEL OLMO
1711;Gerencia de Zamora;171119;C.S. VILLALPANDO;C.L. VILLALOBOS
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. GALLEGOS DEL PAN
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. TORRES DEL CARRIZAL
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. VILLALUBE
1711;Gerencia de Zamora;171122;C.S. ZAMORA SUR;C.L. SAN MARCIAL
1701;Gerencia de Ávila;170101;C.S. ARENAS SAN PEDRO;C.L. PARRA, LA
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. NOHARRE
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. PALACIOS RUBIOS
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. VILLANUEVA DE GOMEZ
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. VINADEROS
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. BLASCOSANCHO
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. CABAÑAS
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. MARTIHERRERO
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. MAGAZOS
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. PEDRO RODRIGUEZ
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. ALAMEDILLA DEL BERROCAL
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. MIRONCILLO
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. CARRERA, LA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. LLANOS DE TORMES, LOS
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. NAVAMURES
1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;C.L. HOYOCASERO
1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;C.L. NAVALMORAL
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. JARAICES
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. NAVACEPEDILLA DE CORNEJA
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. MUÑOMER DEL PECO
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. PAPATRIGO
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. VILLAFLOR
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. ROBLEDILLO
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. HURTUMPASCUAL
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. PASARILLA DEL REBOLLAR
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. GUMIEL DE IZAN
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. VILLALBA DE DUERO
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. VILLALMONDAR
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. ABAJAS
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CARCEDO DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CARRIAS
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CASTIL DE LENCES
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CASTIL DE PEONES
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. FUENTEBUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. QUINTANAVIDES
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. ZUÑEDA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. HUERMECES
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. PEÑAHORADA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. RUYALES DEL PARAMO
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. SOTOPALACIOS
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. HONTORIA DE LA CANTERA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. MADRIGAL DEL MONTE
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. SAN MEDEL
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. SAN JUAN DE LA NAVA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. ANGOSTURA, LA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. CANALEJA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. GUIJUELOS, LOS
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. HEMOSILLO
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. HORCAJO DE LA RIBERA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. JUNCIANA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. LASTRA DEL CANO, LA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. SAN LORENZO DE TORMES
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. ZAPARADIEL DE LA RIBERA
1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;C.L. NAVARREVISCA
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. AJO, EL
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. CABEZAS DEL POZO
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. CHAHERRERO
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. CRESPOS
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. PASCUALGRANDE
1701;Gerencia de Ávila;170113;C.S. NAVARREDONDA GREDOS;C.L. SAN BARTOLOME DE TORMES
1701;Gerencia de Ávila;170115;C.S. MADRIGAL DE LAS ALTAS TORRES;C.L. BLASCONUÑO DE MATACABRAS
1701;Gerencia de Ávila;170115;C.S. MADRIGAL DE LAS ALTAS TORRES;C.L. MAMBLAS
1701;Gerencia de Ávila;170116;C.S. MOMBELTRAN;C.L. CUEVAS DEL VALLE
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. AREVALILLO
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. CARPIO MEDIANERO
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. HOYORREDONDO
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. PASCUALCOBO
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. AVEINTE
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. BULARROS
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. HERREROS DE SUSO
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. NARROS DE SALDUEÑA
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. BARRIO DE ARRIBA
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. BATERNA
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. SANCHICORTO
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. VILLANUEVA DEL CAMPILLO
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. GAMONAL DE LA SIERRA
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. VALDECASA
1702;Gerencia de Burgos;170201;C.S. ARANDA NORTE;C.S. ARANDA NORTE
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. CASANOVA
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. CASTRILLO DE LA VEGA
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. GUMIEL DEL MERCADO
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. HONTORIA DE VALDEARADOS
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. PEÑARANDA DE DUERO
1702;Gerencia de Burgos;170203;C.S. ARANDA SUR;C.S. ARANDA SUR
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. BASCUÑANA
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. CUEVA CARDIEL
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. ESPINOSA DEL CAMINO
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. QUINTANALORANCO
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. VILLALBOS
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. BUSTO DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CUBO DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. HOZABEJAS
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. LENCES
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. LLANO DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. PADRONES DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. POZA DE LA SAL
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. ROJAS
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. RUCANDIO
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. AGES
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. ARROYAL
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. QUINTANADUEÑAS
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. REBOLLEDAS LAS
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. RIOSERAS
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. ROBREDO TEMIÑO
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. SANTOVENIA DE OCA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. CASTRILLO DEL VAL
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. COJOBAR
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. FRANDOVINEZ
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. QUINTANILLA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. QUINTANILLA SOMUÑO
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. SALGUERO DE JUARROS
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. SANTA MARIA TAJADURA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. VILLANUEVA-MATAMALA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. VILLARIEZO
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.S. BURGOS RURAL SUR
1702;Gerencia de Burgos;170210;C.S. CONDADO DE TREVIÑO;C.L. ALBAINA
1702;Gerencia de Burgos;170211;C.S. ESPINOSA MONTEROS;C.L. QUISICEDO SOTOSCUEVA
1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;C.L. BRAZACORTA
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. CUEVAS DE SAN CLEMENTE
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. REVILLA CABRIADA
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. ROYUELA DE RIO FRANCO
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. TORDOMAR
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. TORRECITORES
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. TORREPADRE
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. VEGUECILLA LA
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. VILLALMANZO
1702;Gerencia de Burgos;170218;C.S. LOS CUBOS;C.S. LOS CUBOS
1702;Gerencia de Burgos;170220;C.S. MELGAR FERNAMENTAL;C.L. CASTROJERIZ
1702;Gerencia de Burgos;170220;C.S. MELGAR FERNAMENTAL;C.L. VALLUNQUERA
1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;C.L. MAHAMUD
1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;C.L. STA MARIA CAMPO
1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;C.L. CANICOSA DE LA SIERRA
1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;C.L. NEILA
1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;C.L. PALACIOS DE LA SIERRA
1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;C.L. REGUMIEL DE LA SIERRA
1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;C.L. FUENTECEN
1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;C.L. NAVA DE ROA
1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;C.L. BARBADILLO DE HERREROS
1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;C.L. CAMPOLARA
1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;C.L. HINOJAR DE CERVERA
1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;C.L. QUINTANILLA DE URRILLA
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. AHEDO DEL BRUTRON
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. GALLEJONES
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. PESQUERA DE EBRO
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. TABLADA DE RUDRON
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.S. SEDANO
1702;Gerencia de Burgos;170230;C.S. VALLE DE LOSA;C.L. OTEO
1702;Gerencia de Burgos;170231;C.S. VALLE TOBALINA;C.L. RANERA
1702;Gerencia de Burgos;170231;C.S. VALLE TOBALINA;C.S. VALLE TOBALINA
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. CASTROMORCA
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. RIOPARAISO
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. VILLANUEVA DE PUERTA
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. VILLUSTO
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.S. VILLADIEGO
1702;Gerencia de Burgos;170234;C.S. VALLE DE MENA;C.L. VILLASUSO DE MENA
1702;Gerencia de Burgos;170235;C.S. VILLARCAYO;C.L. ARROYO VALDIVIELSO
1702;Gerencia de Burgos;170236;C.S. JOSE LUIS SANTAMARIA;C.S. DR. JOSE LUIS SANTAMARIA GARCIA
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. ONZONILLA
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. RIBASECA
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. TORNEROS DEL BERNESGA
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. TROBAJO DEL CERECEDO
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. VILORIA DE LA JURISDICCION
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. BARRIENTOS
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. BOISAN
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. COGORDEROS
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. DONILLAS
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. MANZANAL DEL PUERTO
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. QUINTANILLA DE COMBARROS
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. SANTA COLOMBA DE SOMOZA
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. SUEROS DE CEPEDA
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. VAL DE SAN ROMAN
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. VILLAGATON
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. VILLALIBRE DE SOMOZA
1703;Gerencia de León;170305;C.S. BOÑAR;C.L. LA VECILLA
1703;Gerencia de León;170305;C.S. BOÑAR;C.L. LUGUEROS
1703;Gerencia de León;170305;C.S. BOÑAR;C.S. BOÑAR
1703;Gerencia de León;170306;C.S. CISTIERNA;C.L. LA ERCINA
1703;Gerencia de León;170306;C.S. CISTIERNA;C.L. MORGOVEJO
1703;Gerencia de León;170306;C.S. CISTIERNA;C.L. PUENTE ALMUHEY
1703;Gerencia de León;170307;C.S. CUENCA BERNESGA;C.L. CANDANEDO DE FENAR
1703;Gerencia de León;170307;C.S. CUENCA BERNESGA;C.L. PUENTE DE ALBA
1703;Gerencia de León;170307;C.S. CUENCA BERNESGA;C.L. RODIEZMO DE LA TERCIA
1703;Gerencia de León;170308;C.S. LA BAÑEZA I;C.L. OTERUELO DE LA VEGA
1703;Gerencia de León;170308;C.S. LA BAÑEZA I;C.S. Bañeza I
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. ALIJA DEL INFANTADO
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. AUDANZAS DEL VALLE
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. CALZADA DE LA VALDERIA
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. CASTROCALBON
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. GRAJAL DE LA RIBERA
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. POBLADURA DE YUSO
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. POSADA Y TORRE DE LA VALDUERNA
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. REDELGA DE LA VALDUERNA
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. SANTIBAÑEZ DE LA ISLA
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. TABUYUELO
1703;Gerencia de León;170310;C.S. TRUCHAS;C.L. LA BAÑA
1703;Gerencia de León;170311;C.S. LA MAGDALENA;C.L. BARRIO DE LA PUENTE
1703;Gerencia de León;170311;C.S. LA MAGDALENA;C.L. MATALUENGA
1703;Gerencia de León;170311;C.S. LA MAGDALENA;C.L. MURIAS DE PAREDES
1703;Gerencia de León;170312;C.S. ERAS DE RENUEVA;C.L. GARRAFE DE TORIO
1703;Gerencia de León;170312;C.S. ERAS DE RENUEVA;C.L. ROBLEDO DE TORIO
1703;Gerencia de León;170312;C.S. ERAS DE RENUEVA;C.L. VILLAOBISPO REGUERAS
1703;Gerencia de León;170312;C.S. ERAS DE RENUEVA;C.L. VILLARRODRIGO DE LAS REGUERAS
1703;Gerencia de León;170315;C.S. CRUCERO;C.S. CRUCERO
1703;Gerencia de León;170317;C.S. JOSE AGUADO II;C.L. MARIALBA DE LA RIBERA
1703;Gerencia de León;170317;C.S. JOSE AGUADO II;C.L. SANTA MARIA DEL MONTE DEL CONDADO
1703;Gerencia de León;170317;C.S. JOSE AGUADO II;C.L. SANTA OLAJA DE LA RIBERA
1703;Gerencia de León;170317;C.S. JOSE AGUADO II;C.L. VEGAS DEL CONDADO
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. BURGO RANERO
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. LAS GRAÑERAS
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. PUENTE VILLARENTE
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. VILLAMUÑIO
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. VILLAVERDE DE SANDOVAL
1703;Gerencia de León;170318;C.S. MANSILLA MULAS;C.L. VILLIMER
1703;Gerencia de León;170320;C.S. RIAÑO;C.L. BARNIEDO DE LA REINA
1703;Gerencia de León;170320;C.S. RIAÑO;C.L. LIEGOS
1703;Gerencia de León;170320;C.S. RIAÑO;C.S. RIAÑO
1703;Gerencia de León;170321;C.S. RIBERA DEL ESLA;C.L. QUINTANA DE RUEDA
1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;C.L. CARRIZO DE LA RIBERA
1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;C.L. MORRIONDO
1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;C.L. QUINTANILLA DEL MONTE
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. ARCAYOS
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. JOARILLA DE LAS MATAS
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. SAN PEDRO VALDERADUEY
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. VALDESPINO DE VACA
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. VILLEZA
1703;Gerencia de León;170324;C.S. SAN ANDRES RABANEDO;C.L. AZADINOS
1703;Gerencia de León;170324;C.S. SAN ANDRES RABANEDO;C.L. CABANILLAS
1703;Gerencia de León;170324;C.S. SAN ANDRES RABANEDO;C.L. LORENZANA
1703;Gerencia de León;170324;C.S. SAN ANDRES RABANEDO;C.S. SAN ANDRES RABANEDO
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. LA MILLA DEL PARAMO
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. VILLAMORICO
1703;Gerencia de León;170326;C.S. VALDERAS;C.S. VALDERAS
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. BENAMARIEL
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. VALDEMORA
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. VALDESPINO DE CERON
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. VILLARRABINES
1703;Gerencia de León;170328;C.S. TROBAJO DEL CAMINO;C.L. FRESNO DEL CAMINO
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. POBLADURA DE LAS REGUERAS
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. ROBLEDO DE LAS TRAVIESAS
1704;Gerencia de Ponferrada;170402;C.S. CACABELOS;C.L. LA VALGOMA
1704;Gerencia de Ponferrada;170402;C.S. CACABELOS;C.L. POSADA
1704;Gerencia de Ponferrada;170402;C.S. CACABELOS;C.L. VILLAMARTIN DE LA ABADIA
1704;Gerencia de Ponferrada;170403;C.S. FABERO;C.L. PERANZANES
1704;Gerencia de Ponferrada;170403;C.S. FABERO;C.L. VEGA ESPINAREDA
1704;Gerencia de Ponferrada;170404;C.S. PONFERRADA I;C.L. CONGOSTO
1704;Gerencia de Ponferrada;170406;C.S. PONFERRADA III;C.L. DEHESAS
1704;Gerencia de Ponferrada;170406;C.S. PONFERRADA III;C.L. PRIARANZA BIERZO
1704;Gerencia de Ponferrada;170406;C.S. PONFERRADA III;C.S. PONFERRADA III
1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;C.L. LAS MEDULAS
1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;C.L. SAN PEDRO TRONES
1704;Gerencia de Ponferrada;170408;C.S. TORENO;C.L. ANLLARES DEL SIL
1704;Gerencia de Ponferrada;170408;C.S. TORENO;C.L. VILLAMARTIN DEL SIL
1704;Gerencia de Ponferrada;170409;C.S. VILLABLINO;C.L. CABOALLES ARRIBA
1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;C.L. ARNADELO
1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;C.L. PORTELA DE AGUIAR
1704;Gerencia de Ponferrada;170411;C.S. PONFERRADA IV;C.L. CABAÑAS RARAS
1705;Gerencia de Palencia;170501;C.S. AGUILAR DE CAMPOO;C.L. ARCELLARES DEL TOZO
1705;Gerencia de Palencia;170501;C.S. AGUILAR DE CAMPOO;C.L. LLANILLO DE VALDELUCIO
1705;Gerencia de Palencia;170502;C.S. BALTANAS;C.L. VILLAVIUDAS
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. CALZADILLA DE LA CUEZA
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. LOMAS
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. NOGAL DE LAS HUERTAS
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. PERALES
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. SAN MAMES DE CAMPOS
1705;Gerencia de Palencia;170504;C.S. CERVERA PISUERGA;C.L. COLMENARES
1705;Gerencia de Palencia;170504;C.S. CERVERA PISUERGA;C.L. PISON DE CASTREJON
1705;Gerencia de Palencia;170504;C.S. CERVERA PISUERGA;C.L. SALINAS DE PISUERGA
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.L. BOADILLA DEL CAMINO
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.L. ITERO DEL CASTILLO
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.L. SANTOYO
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.L. VILLALACO
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.S. FROMISTA
1705;Gerencia de Palencia;170506;C.S. GUARDO;C.L. OTERO DE GUARDO
1705;Gerencia de Palencia;170506;C.S. GUARDO;C.L. RESPENDA DE LA PEÑA
1705;Gerencia de Palencia;170506;C.S. GUARDO;C.L. TARILONTE DE LA PEÑA
1705;Gerencia de Palencia;170506;C.S. GUARDO;C.S. GUARDO
1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;C.S. HUERTA DE REY
1705;Gerencia de Palencia;170507;C.S. HERRERA DE PISUERGA;C.L. OTEROS DE BOEDO
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. CILLERUELO DE ARRIBA
1705;Gerencia de Palencia;170507;C.S. HERRERA DE PISUERGA;C.L. VILLAMERIEL
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. PUENTEDURA
1705;Gerencia de Palencia;170510;C.S. OSORNO;C.L. BARCENA DE CAMPOS
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. SANTIBAÑEZ DEL VAL
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. AYUELA DE VALDAVIA
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. ZAEL
