NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;MUÑICO;P.A.C. Muñico
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;MUÑOGALINDO;P.A.C. Muñana
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;MUÑOGRANDE;P.A.C. San Pedro Arroyo
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;MUÑOMER DEL PECO;P.A.C. San Pedro Arroyo
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;MUÑOPEDRO;P.A.C. Segovia Rural
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;MUÑOPEPE;P.A.C. Ávila Rural
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;MUÑOSANCHO;P.A.C. Fontiveros
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;MUÑOTELLO;P.A.C. Muñana
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;MUÑOVEROS;P.A.C. Cantalejo
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;MURIAS DE PAREDES;P.A.C. La Magdalena
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;MURIEL;P.A.C. Medina
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;MURIEL DE LA FUENTE;P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;MURIEL VIEJO;P.A.C. San Leonardo Yagüe
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;NAFRIA DE UCERO;P.A.C. El Burgo De Osma
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;NARRILLOS DEL ALAMO;P.A.C. Piedrahita
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;NARRILLOS DEL REBOLLAR;P.A.C. Muñico
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;NARROS;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;NARROS DE MATALAYEGUA;P.A.C. Tamames
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;NARROS DE SALDUEÑA;P.A.C. San Pedro Arroyo
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;NARROS DEL CASTILLO;P.A.C. San Pedro Arroyo
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;NARROS DEL PUERTO;P.A.C. Muñana
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;NAVA DE AREVALO;P.A.C. Arévalo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;NAVA DE BEJAR;P.A.C. Guijuelo
G.A.P. SALAMANCA;170615;ALBERCA LA;C.S. LA ALBERCA;NAVA DE FRANCIA;P.A.C. La Alberca
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;NAVA DE LA ASUNCION;P.A.C. Nava De La Asunción
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;NAVA DE ROA;P.A.C. Roa De Duero
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;NAVA DE SOTROBAL;P.A.C. Peñaranda
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;NAVA DEL BARCO;P.A.C. Barco de Ávila
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;NAVA DEL REY;P.A.C. Medina
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;NAVACARROS;P.A.C. Bejar
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;NAVACEPEDILLA DE CORNEJA;P.A.C. Piedrahita
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;NAVADIJOS;P.A.C. Navarredonda Gredos
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;NAVAESCURIAL;P.A.C. Piedrahita
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;NAVAFRIA;P.A.C. Navafría
G.A.S. AVILA;170119;SOTILLO DE LA ADRADA;C.S. SOTILLO DE ADRADA;NAVAHONDILLA;P.A.C. Sotillo De Adrada
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVALACRUZ;P.A.C. Burgohondo
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;NAVALENO;P.A.C. San Leonardo Yagüe
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;NAVALES;P.A.C. Alba De Tormes
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;NAVALILLA;P.A.C. Cantalejo
G.A.S. SEGOVIA;170702;CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR;NAVALMANZANO;P.A.C. Carbonero El Mayor
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVALMORAL;P.A.C. Burgohondo
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;NAVALMORAL DE BEJAR;P.A.C. Bejar
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;NAVALONGUILLA;P.A.C. Barco de Ávila
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVALOSA;P.A.C. Burgohondo
G.A.S. AVILA;170114;NAVAS DEL MARQUES LAS;C.S. LAS NAVAS MARQUES;NAVALPERAL DE PINARES;P.A.C. Navarredonda Gredos
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;NAVALPERAL DE TORMES;P.A.C. Barco de Ávila
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVALUENGA;P.A.C. Burgohondo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;NAVAMORALES;P.A.C. Guijuelo
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVAQUESERA;P.A.C. Burgohondo
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;NAVARES DE AYUSO;P.A.C. Sepúlveda
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;NAVARES DE ENMEDIO;P.A.C. Sepúlveda
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;NAVARES DE LAS CUEVAS;P.A.C. Sepúlveda
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;NAVARREDONDA DE GREDOS;P.A.C. Navarredonda Gredos
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;NAVARREDONDA DE LA RINCONADA;P.A.C. Tamames
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVARREDONDILLA;P.A.C. Burgohondo
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVARREVISCA;P.A.C. Burgohondo
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;NAVAS DE BUREBA;P.A.C. Briviesca
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;NAVAS DE ORO;P.A.C. Nava De La Asunción
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;NAVAS DE RIOFRIO;P.A.C. Segovia Rural
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;NAVAS DE SAN ANTONIO;P.A.C. Villacastín
G.A.S. AVILA;170114;NAVAS DEL MARQUES LAS;C.S. LAS NAVAS MARQUES;NAVAS DEL MARQUES (LAS);P.A.C. Navarredonda Gredos
G.A.P. SALAMANCA;170609;FUENTEGUINALDO;C.S. FUENTEGUINALDO;NAVASFRIAS;P.A.C. Fuenteguinaldo
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;NAVATALGORDO;P.A.C. Burgohondo
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;NAVATEJARES;P.A.C. Barco de Ávila
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;NAVIANOS DE VALVERDE;P.A.C. Benavente
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;NEBREDA;P.A.C. Lerma
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;NEGRILLA DE PALENCIA;P.A.C. Pedrosillo El Ralo
G.A.P. BURGOS;170224;QUINTANAR DE LA SIERRA;C.S. QUINTANAR SIERRA;NEILA;P.A.C. Quintanar Sierra
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;NEILA DE SAN MIGUEL;P.A.C. Barco de Ávila
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;NEPAS;P.A.C. Almazán
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;NIEVA;P.A.C. Nava De La Asunción
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;NIHARRA;P.A.C. Ávila Rural
G.A.S. EL BIERZO;170401;BEMBIBRE;C.S. BEMBIBRE;NOCEDA DEL BIERZO;P.A.C. Bembibre (4)
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;NOGAL DE LAS HUERTAS;P.A.C. Carrión De Los Condes
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;NOLAY;P.A.C. Almazán
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;NOVIERCAS;P.A.C. Olvega
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;NUEVA VILLA DE LAS TORRES;P.A.C. Medina
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;OENCIA;P.A.C. Villafranca Bierzo
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;OJOS-ALBOS;P.A.C. Ávila Rural
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;OLEA DE BOEDO;P.A.C. Herrera De Pisuerga
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;OLIVARES DE DUERO;P.A.C. Tudela
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;OLMEDILLO DE ROA;P.A.C. Roa De Duero
G.A.P. VALLADOLID ESTE;171020;OLMEDO;C.S. OLMEDO;OLMEDO;P.A.C. Olmedo
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;OLMEDO DE CAMACES;P.A.C. Lumbrales
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;OLMILLOS DE CASTRO;P.A.C. Carbajales De Alba
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;OLMILLOS DE MUÑO;P.A.C. Pampliega
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;OLMOS DE ESGUEVA;P.A.C. Esguevillas
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;OLMOS DE OJEDA;P.A.C. Herrera De Pisuerga
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;OLMOS DE PEÑAFIEL;P.A.C. Peñafiel
G.A.S. SEGOVIA;170704;FUENTESAUCO DE FUENTIDUEÑA;C.S. FUENTESAUCO;OLOMBRADA;P.A.C. Fuentesauco
G.A.S. SEGOVIA;170703;CUELLAR;C.S. CUELLAR;OLOMBRADA;P.A.C. Cuellar
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;OLVEGA;P.A.C. Olvega
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;OMAÑAS (LAS);P.A.C. La Magdalena
G.A.P. BURGOS;170231;VALLE DE TOBALINA;C.S. VALLE TOBALINA;OÑA;P.A.C. Valle Tobalina
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;OÑA;P.A.C. Briviesca
G.A.S. SORIA;170812;SAN PEDRO MANRIQUE;C.S. S.PEDRO MANRIQUE;ONCALA;P.A.C. S.Pedro Manrique
G.A.P. LEON;170301;ARMUNIA;C.S. ARMUNIA;ONZONILLA;P.A.C. Armunia
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;OQUILLAS;P.A.C. Lerma
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;ORBADA (LA);P.A.C. Pedrosillo El Ralo
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;ORBANEJA RIOPICO;P.A.C. Burgos Rural Norte Sur
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;ORBITA;P.A.C. Arévalo
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;OREJANA;P.A.C. Navafría
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;ORTIGOSA DE PESTAÑO;P.A.C. Nava De La Asunción
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;ORTIGOSA DEL MONTE;P.A.C. Segovia Rural
G.A.P. LEON;170320;RIAÑO;C.S. RIAÑO;OSEJA DE SAJAMBRE;P.A.C. Riaño
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;OSO (EL);P.A.C. Ávila Rural
G.A.S. PALENCIA;170510;OSORNO;C.S. OSORNO;OSORNILLO;P.A.C. Osorno
G.A.S. PALENCIA;170510;OSORNO;C.S. OSORNO;OSORNO LA MAYOR;P.A.C. Osorno
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;OTERO DE BODAS;P.A.C. Tábara
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;OTERO DE HERREROS;P.A.C. Segovia Rural
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;PADIERNOS;P.A.C. Ávila Rural
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;PADILLA DE ABAJO;P.A.C. Melgar Fernamental
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;PADILLA DE ARRIBA;P.A.C. Melgar Fernamental
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;PADRONES DE BUREBA;P.A.C. Briviesca
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;PAJAREJOS;P.A.C. Sepúlveda
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;PAJARES DE ADAJA;P.A.C. Ávila Rural
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;PAJARES DE LA LAGUNA;P.A.C. Pedrosillo El Ralo
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;PAJARES DE LA LAMPREANA;P.A.C. Villarrín
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;PAJARES DE LOS OTEROS;P.A.C. Valencia De D. Juan
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;PALACIOS DE GODA;P.A.C. Arévalo
G.A.P. BURGOS;170224;QUINTANAR DE LA SIERRA;C.S. QUINTANAR SIERRA;PALACIOS DE LA SIERRA;P.A.C. Quintanar Sierra
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;PALACIOS DE LA VALDUERNA;P.A.C. La Bañeza
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;PALACIOS DE SANABRIA;P.A.C. Puebla De Sanabria
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;PALACIOS DEL ARZOBISPO;P.A.C. Calzada Valdunciel
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;PALACIOS DEL PAN;P.A.C. Zamora Integrado
G.A.S. EL BIERZO;170409;VILLABLINO;C.S. VILLABLINO;PALACIOS DEL SIL;P.A.C. Villablino
G.A.P. SALAMANCA;170605;CANTALAPIEDRA;C.S. CANTALAPIEDRA;PALACIOSRUBIOS;P.A.C. Cantalapiedra
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;PALAZUELO DE VEDIJA;P.A.C. Villafrechós
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;PALAZUELOS DE ERESMA;P.A.C. Segovia Rural
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;PALAZUELOS DE LA SIERRA;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;PALAZUELOS DE MUÑO;P.A.C. Pampliega
G.A.S. PALENCIA;170515;SAN JUANILLO;C.S. ERAS DEL BOSQUE;PALENCIA;P.A.C. Palencia
G.A.S. PALENCIA;170513;PINTOR OLIVA;C.S. PINTOR OLIVA;PALENCIA;P.A.C. Palencia
G.A.S. PALENCIA;170508;LOS JARDINILLOS;C.S. JARDINILLOS;PALENCIA;P.A.C. Palencia
G.A.S. PALENCIA;170509;LA PUEBLA - PAN Y GUINDAS;C.S. DE LA PUEBLA;PALENCIA;P.A.C. Palencia
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;PALENCIA;P.A.C. Palencia
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;PALENCIA DE NEGRILLA;P.A.C. Pedrosillo El Ralo
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;PALENZUELA;P.A.C. Torquemada
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;PAMPLIEGA;P.A.C. Pampliega
G.A.P. BURGOS;170221;MIRANDA ESTE;C.S. MIRANDA ESTE;PANCORBO;P.A.C. Miranda
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;PAPATRIGO;P.A.C. San Pedro Arroyo
G.A.P. SALAMANCA;170623;PERIURBANA SUR;C.S. PERIURBANO SUR;PARADA DE ARRIBA;P.A.C. Periurbano Sur
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;PARADA DE RUBIALES;P.A.C. Pedrosillo El Ralo
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;PARADINAS DE SAN JUAN;P.A.C. Peñaranda
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;PARAMO DE BOEDO;P.A.C. Herrera De Pisuerga
G.A.S. EL BIERZO;170408;TORENO;C.S. TORENO;PARAMO DEL SIL;P.A.C. Toreno
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;PARDILLA;P.A.C. Aranda
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;PAREDES DE NAVA;P.A.C. Paredes De Nava
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;PARRAL (EL);P.A.C. San Pedro Arroyo
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;PARRILLA (LA);P.A.C. Tudela
G.A.P. BURGOS;170231;VALLE DE TOBALINA;C.S. VALLE TOBALINA;PARTIDO DE LA SIERRA EN TOBALINA;P.A.C. Valle Tobalina
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;PASCUALCOBO;P.A.C. Piedrahita
G.A.P. SALAMANCA;170606;CIUDAD RODRIGO;C.S. CIUDAD RODRIGO;PASTORES;P.A.C. Ciudad Rodrigo
G.A.P. SALAMANCA;170626;ROBLEDA;C.S. ROBLEDA;PAYO (EL);P.A.C. Robleda
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;PAYO DE OJEDA;P.A.C. Herrera De Pisuerga
G.A.P. VALLADOLID ESTE;171016;PORTILLO;C.S. PORTILLO;PEDRAJA DE PORTILLO (LA);P.A.C. Portillo
G.A.P. VALLADOLID ESTE;171006;ISCAR;C.S. ISCAR;PEDRAJAS DE SAN ESTEBAN;P.A.C. Íscar
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;PEDRALBA DE LA PRADERIA;P.A.C. Puebla De Sanabria
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;PEDRAZA;P.A.C. Navafría
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;PEDRAZA DE ALBA;P.A.C. Alba De Tormes
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;PEDRAZA DE CAMPOS;P.A.C. Villarramiel
G.A.S. AVILA;170106;LANZAHITA;C.S. LANZAHITA;PEDRO BERNARDO;P.A.C. Lanzahíta
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;PEDRO-RODRIGUEZ;P.A.C. Arévalo
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;PEDROSA DE DUERO;P.A.C. Roa De Duero
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;PEDROSA DE LA VEGA;P.A.C. Saldaña
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;PEDROSA DE RIO URBEL;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;PEDROSA DEL PARAMO;P.A.C. Villadiego
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;PEDROSA DEL PRINCIPE;P.A.C. Melgar Fernamental
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;PEDROSA DEL REY;P.A.C. Tordesillas
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;PEDROSILLO DE ALBA;P.A.C. Alba De Tormes
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;PEDROSILLO DE LOS AIRES;P.A.C. Alba De Tormes
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;PEDROSILLO EL RALO;P.A.C. Pedrosillo El Ralo
G.A.P. SALAMANCA;170633;VILLORIA;C.S. VILLORIA;PEDROSO DE LA ARMUÑA (EL);P.A.C. Villoria
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;PEGO (EL);P.A.C. La Guareña
G.A.S. AVILA;170114;NAVAS DEL MARQUES LAS;C.S. LAS NAVAS MARQUES;PEGUERINOS;P.A.C. Navarredonda Gredos
G.A.P. SALAMANCA;170628;SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES;PELABRAVO;P.A.C. Santa Marta De Tormes
G.A.P. SALAMANCA;170608;FUENTE DE SAN ESTEBAN LA;C.S. FUENTE DE SAN ESTEBAN;PELARRODRIGUEZ;P.A.C. Fuente De San Esteban
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;PELAYOS;P.A.C. Alba De Tormes
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;PELAYOS DEL ARROYO;P.A.C. Navafría
G.A.S. ZAMORA;171117;TORO;C.S. TORO;PELEAGONZALO;P.A.C. Toro
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;PELEAS DE ABAJO;P.A.C. Corrales Del Vino
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;PEÑA (LA);P.A.C. Vitigudino
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;PEÑACABALLERA;P.A.C. Bejar
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;PEÑAFIEL;P.A.C. Peñafiel
G.A.P. VALLADOLID OESTE;170926;VALLADOLID RURAL II;C.S. VALLADOLID RURAL II;PEÑAFLOR DE HORNIJA;P.A.C. Valladolid Rural II
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;PEÑALBA DE AVILA;P.A.C. Ávila Rural
G.A.P. SALAMANCA;170626;ROBLEDA;C.S. ROBLEDA;PEÑAPARDA;P.A.C. Robleda
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;PEÑARANDA DE BRACAMONTE;P.A.C. Peñaranda
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;PEÑARANDA DE DUERO;P.A.C. Aranda
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;PEÑARANDILLA;P.A.C. Alba De Tormes
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;PEÑAUSENDE;P.A.C. Corrales Del Vino
G.A.S. ZAMORA;171109;CARBALLEDA;C.S. MOMBUEY;PEQUE;P.A.C. Mombuey
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;PERAL DE ARLANZA;P.A.C. Pampliega
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;PERALEJOS DE ABAJO;P.A.C. Vitigudino
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;PERALEJOS DE ARRIBA;P.A.C. Vitigudino
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;PERALES;P.A.C. Carrión De Los Condes
G.A.S. EL BIERZO;170403;FABERO;C.S. FABERO;PERANZANES;P.A.C. Fabero
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;PERDIGON (EL);P.A.C. Zamora Integrado
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;PEREÑA DE LA RIBERA;P.A.C. Vitigudino
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;PERERUELA;P.A.C. Zamora Integrado
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;PERILLA DE CASTRO;P.A.C. Tábara
G.A.S. PALENCIA;170504;CERVERA PISUERGA;C.S. CERVERA PISUERGA;PERNIA (LA);P.A.C. Cervera Pisuerga
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;PEROMINGO;P.A.C. Guijuelo
G.A.S. SEGOVIA;170704;FUENTESAUCO DE FUENTIDUEÑA;C.S. FUENTESAUCO;PEROSILLO;P.A.C. Fuentesauco
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;PESQUERA DE DUERO;P.A.C. Peñafiel
G.A.S. ZAMORA;171103;ALTA SANABRIA;C.S. ALTA SANABRIA;PIAS;P.A.C. Alta Sanabria
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;PIEDRAHITA;P.A.C. Piedrahita
