NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;PIEDRAHITA DE CASTRO;P.A.C. Villarrín
G.A.S. AVILA;170119;SOTILLO DE LA ADRADA;C.S. SOTILLO DE ADRADA;PIEDRALAVES;P.A.C. Sotillo De Adrada
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;PIERNIGAS;P.A.C. Briviesca
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;PIÑA DE CAMPOS;P.A.C. Frómista
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;PIÑA DE ESGUEVA;P.A.C. Esguevillas
G.A.S. SEGOVIA;170703;CUELLAR;C.S. CUELLAR;PINAREJOS;P.A.C. Cuellar
G.A.S. SEGOVIA;170702;CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR;PINARNEGRILLO;P.A.C. Carbonero El Mayor
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;PINEDA DE LA SIERRA;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;PINEDA TRASMONTE;P.A.C. Lerma
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;PINEDAS;P.A.C. Bejar
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;PIÑEL DE ABAJO;P.A.C. Peñafiel
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;PIÑEL DE ARRIBA;P.A.C. Peñafiel
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;PIÑERO (EL);P.A.C. Corrales Del Vino
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;PINILLA DE LOS BARRUECOS;P.A.C. Salas Los Infantes
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;PINILLA DE LOS MOROS;P.A.C. Salas Los Infantes
G.A.S. ZAMORA;171117;TORO;C.S. TORO;PINILLA DE TORO;P.A.C. Toro
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;PINILLA DEL CAMPO;P.A.C. Olvega
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;PINILLA TRASMONTE;P.A.C. Lerma
G.A.P. SALAMANCA;170623;PERIURBANA SUR;C.S. PERIURBANO SUR;PINO DE TORMES (EL);P.A.C. Periurbano Sur
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;PINO DEL ORO;P.A.C. Alcañices
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;PINO DEL RIO;P.A.C. Saldaña
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;PITIEGUA;P.A.C. Pedrosillo El Ralo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;PIZARRAL;P.A.C. Guijuelo
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;POBLACION DE ARROYO;P.A.C. Villada
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;POBLACION DE CAMPOS;P.A.C. Frómista
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;POBLACION DE CERRATO;P.A.C. Venta De Baños
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;POBLADURA DE PELAYO GARCIA;P.A.C. Sta. María Páramo
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;POBLADURA DE VALDERADUEY;P.A.C. Villarrín
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;POBLADURA DEL VALLE;P.A.C. Benavente
G.A.P. LEON;170307;CUENCA DEL BERNESGA;C.S. CUENCA BERNESGA;POLA DE GORDON (LA);P.A.C La Pola de Gordón
G.A.S. PALENCIA;170504;CERVERA PISUERGA;C.S. CERVERA PISUERGA;POLENTINOS;P.A.C. Cervera Pisuerga
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;POLLOS;P.A.C. Tordesillas
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;POMAR DE VALDIVIA;P.A.C. Aguilar De Campoo (5)
G.A.S. EL BIERZO;170406;PONFERRADA III;C.S. PONFERRADA III;PONFERRADA;P.A.C. Ponferrada
G.A.S. EL BIERZO;170405;PONFERRADA II;C.S. PONFERRADA II;PONFERRADA;P.A.C. Ponferrada
G.A.S. EL BIERZO;170411;PONFERRADA IV;C.S. PONFERRADA IV;PONFERRADA;P.A.C. Ponferrada
G.A.S. EL BIERZO;170404;PONFERRADA I;C.S. PONFERRADA I;PONFERRADA;P.A.C. Ponferrada
G.A.P. VALLADOLID ESTE;171016;PORTILLO;C.S. PORTILLO;PORTILLO;P.A.C. Portillo
G.A.S. ZAMORA;171103;ALTA SANABRIA;C.S. ALTA SANABRIA;PORTO;P.A.C. Alta Sanabria
G.A.P. LEON;170320;RIAÑO;C.S. RIAÑO;POSADA DE VALDEON;P.A.C. Riaño
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;POVEDA;P.A.C. Muñana
G.A.P. SALAMANCA;170605;CANTALAPIEDRA;C.S. CANTALAPIEDRA;POVEDA DE LAS CINTAS;P.A.C. Cantalapiedra
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;POVEDA DE SORIA (LA);P.A.C. Soria Rural Norte Y Sur
G.A.S. AVILA;170110;CANDELEDA;C.S. CANDELEDA;POYALES DEL HOYO;P.A.C. Candeleda
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;POZA DE LA SAL;P.A.C. Briviesca
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;POZA DE LA VEGA;P.A.C. Saldaña
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;POZAL DE GALLINAS;P.A.C. Medina
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;POZALDEZ;P.A.C. Medina
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;POZALMURO;P.A.C. Olvega
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;POZANCO;P.A.C. Ávila Rural
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;POZO DE URAMA;P.A.C. Villada
G.A.S. ZAMORA;171117;TORO;C.S. TORO;POZOANTIGUO;P.A.C. Toro
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;POZOS DE HINOJO;P.A.C. Vitigudino
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;POZUELO DE LA ORDEN;P.A.C. Villafrechós
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;POZUELO DE TABARA;P.A.C. Tábara
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;POZUELO DEL PARAMO;P.A.C. La Bañeza
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;PRADALES;P.A.C. Sepúlveda
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;PRADANOS DE BUREBA;P.A.C. Briviesca
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;PRADANOS DE OJEDA;P.A.C. Herrera De Pisuerga
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;PRADENA;P.A.C. Navafría
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;PRADO;P.A.C. Villalpando
G.A.P. LEON;170306;CISTIERNA;C.S. CISTIERNA;PRADO DE LA GUZPEÑA;P.A.C. Cistierna
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;PRADOLUENGO;P.A.C. Belorado
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;PRADOSEGAR;P.A.C. Muñana
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;PRESENCIO;P.A.C. Pampliega
G.A.S. EL BIERZO;170406;PONFERRADA III;C.S. PONFERRADA III;PRIARANZA DEL BIERZO;P.A.C. Ponferrada
G.A.P. LEON;170306;CISTIERNA;C.S. CISTIERNA;PRIORO;P.A.C. Cistierna
G.A.P. BURGOS;170210;CONDADO DE TREVIÑO;C.S. CONDADO DE TREVIÑO;PUEBLA DE ARGANZON (LA);P.A.C. Condado De Treviño
G.A.P. SALAMANCA;170609;FUENTEGUINALDO;C.S. FUENTEGUINALDO;PUEBLA DE AZABA;P.A.C. Fuenteguinaldo
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;PUEBLA DE LILLO;P.A.C. La Bañeza
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;PUEBLA DE PEDRAZA;P.A.C. Cantalejo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;PUEBLA DE SAN MEDEL;P.A.C. Guijuelo
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;PUEBLA DE SANABRIA;P.A.C. Puebla De Sanabria
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;PUEBLA DE VALDAVIA (LA);P.A.C. Saldaña
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;PUEBLA DE YELTES;P.A.C. Tamames
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;PUEBLICA DE VALVERDE;P.A.C. Tábara
G.A.S. EL BIERZO;170407;PUENTE DE DOMINGO FLOREZ;C.S. PUENTE DOMINGO FLOREZ;PUENTE DE DOMINGO FLOREZ;P.A.C. Puente Domingo Florez
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;PUENTE DEL CONGOSTO;P.A.C. Guijuelo
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;PUENTEDURA;P.A.C. Lerma
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;PUERTAS;P.A.C. Vitigudino
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;PUERTO CASTILLA;P.A.C. Barco de Ávila
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;PUERTO DE BEJAR;P.A.C. Bejar
G.A.P. SALAMANCA;170610;FUENTES DE OÑORO;C.S. FUENTES DE OÑORO;PUERTO SEGURO;P.A.C. Fuentes De Oñoro
G.A.P. VALLADOLID ESTE;171020;OLMEDO;C.S. OLMEDO;PURAS;P.A.C. Olmedo
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;QUEMADA;P.A.C. Aranda
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;QUIÑONERIA;P.A.C. Gómara
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;QUINTANA DEL CASTILLO;P.A.C. Astorga
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;QUINTANA DEL CASTILLO;P.A.C. Ribera Del Órbigo
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;QUINTANA DEL MARCO;P.A.C. La Bañeza
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;QUINTANA DEL PIDIO;P.A.C. Aranda
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;QUINTANA DEL PUENTE;P.A.C. Torquemada
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;QUINTANA REDONDA;P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;QUINTANA REDONDA;P.A.C. Berlanga De Duero
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;QUINTANA Y CONGOSTO;P.A.C. La Bañeza
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;QUINTANABUREBA;P.A.C. Briviesca
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;QUINTANAELEZ;P.A.C. Briviesca
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;QUINTANAORTUÑO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;QUINTANAPALLA;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170224;QUINTANAR DE LA SIERRA;C.S. QUINTANAR SIERRA;QUINTANAR DE LA SIERRA;P.A.C. Quintanar Sierra
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;QUINTANAS DE GORMAZ;P.A.C. El Burgo De Osma
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;QUINTANAVIDES;P.A.C. Briviesca
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;QUINTANILLA DE ARRIBA;P.A.C. Peñafiel
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;QUINTANILLA DE LA MATA;P.A.C. Lerma
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;QUINTANILLA DE ONESIMO;P.A.C. Tudela
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;QUINTANILLA DE ONSOÑA;P.A.C. Saldaña
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;QUINTANILLA DE URZ;P.A.C. Benavente
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;QUINTANILLA DEL AGUA Y TORDUELES;P.A.C. Lerma
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;QUINTANILLA DEL COCO;P.A.C. Lerma
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;QUINTANILLA DEL MOLAR;P.A.C. Valderas
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;QUINTANILLA DEL MONTE;P.A.C. Villalpando
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;QUINTANILLA DEL OLMO;P.A.C. Villalpando
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;QUINTANILLA SAN GARCIA;P.A.C. Briviesca
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;QUINTANILLA VIVAR;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;QUINTANILLAS (LAS);P.A.C. Burgos Rural Norte Sur
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;QUIRUELAS DE VIDRIALES;P.A.C. Benavente
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;RABANALES;P.A.C. Alcañices
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;RABANERA DEL PINAR;P.A.C. San Leonardo Yagüe
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;RABANO;P.A.C. Peñafiel
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;RABANO DE ALISTE;P.A.C. Alcañices
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;RABANOS (LOS);P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170814;SORIA SUR;C.S. SORIA SUR;RABANOS (LOS);P.A.C. Soria Rural Norte Y Sur
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;RABE DE LAS CALZADAS;P.A.C. Burgos Rural Norte Sur
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;RAGAMA;P.A.C. Peñaranda
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;RAMIRO;P.A.C. Medina
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;RAPARIEGOS;P.A.C. Arévalo
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;RASUEROS;P.A.C. Madrigal De Las Altas Torres
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;REBOLLAR;P.A.C. Soria Rural Norte Y Sur
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;REBOLLEDO DE LA TORRE;P.A.C. Herrera De Pisuerga
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;REBOLLO;P.A.C. Cantalejo
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;RECUERDA;P.A.C. El Burgo De Osma
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;REDECILLA DEL CAMINO;P.A.C. Belorado
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;REDECILLA DEL CAMPO;P.A.C. Belorado
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;REDONDA (LA);P.A.C. Lumbrales
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;REGUERAS DE ARRIBA;P.A.C. La Bañeza
G.A.P. BURGOS;170224;QUINTANAR DE LA SIERRA;C.S. QUINTANAR SIERRA;REGUMIEL DE LA SIERRA;P.A.C. Quintanar Sierra
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;REINOSO;P.A.C. Briviesca
G.A.S. PALENCIA;170502;BALTANAS;C.S. BALTANAS;REINOSO DE CERRATO;P.A.C. Baltanás
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;RELLO;P.A.C. Berlanga De Duero
G.A.P. VALLADOLID ESTE;171006;ISCAR;C.S. ISCAR;REMONDO;P.A.C. Íscar
G.A.P. VALLADOLID ESTE;171025;VALLADOLID RURAL I;C.S. VALLADOLID RURAL I;RENEDO DE ESGUEVA;P.A.C. Valladolid Rural I
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;RENEDO DE LA VEGA;P.A.C. Saldaña
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;RENIEBLAS;P.A.C. Soria Rural Norte Y Sur
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;REQUEJO;P.A.C. Puebla De Sanabria
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;REQUENA DE CAMPOS;P.A.C. Frómista
G.A.S. PALENCIA;170506;GUARDO;C.S. GUARDO;RESPENDA DE LA PEÑA;P.A.C. Guardo
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;RESPENDA DE LA PEÑA;P.A.C. Saldaña
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;RETORTILLO DE SORIA;P.A.C. Berlanga De Duero
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;RETUERTA;P.A.C. Lerma
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;REVELLINOS;P.A.C. Villarrín
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;REVENGA DE CAMPOS;P.A.C. Frómista
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;REVILLA DE COLLAZOS;P.A.C. Herrera De Pisuerga
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;REVILLA DEL CAMPO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;REVILLA VALLEJERA;P.A.C. Pampliega
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;REVILLA Y AHEDO (LA);P.A.C. Salas Los Infantes
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;REVILLARRUZ;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;REZMONDO;P.A.C. Melgar Fernamental
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;REZNOS;P.A.C. Gómara
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;RIAGUAS DE SAN BARTOLOME;P.A.C. Riaza
G.A.P. LEON;170320;RIAÑO;C.S. RIAÑO;RIAÑO;P.A.C. Riaño
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;RIAZA;P.A.C. Riaza
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;RIBA DE ESCALOTE (LA);P.A.C. Berlanga De Duero
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;RIBAS DE CAMPOS;P.A.C. Frómista
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;RIBEROS DE LA CUEZA;P.A.C. Paredes De Nava
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;RIBOTA;P.A.C. Riaza
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;RIEGO DE LA VEGA;P.A.C. La Bañeza
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;RIELLO;P.A.C. La Magdalena
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;RIELLO;P.A.C. Ribera Del Órbigo
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;RINCONADA DE LA SIERRA (LA);P.A.C. Tamames
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;RIOCABADO;P.A.C. San Pedro Arroyo
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;RIOCAVADO DE LA SIERRA;P.A.C. Salas Los Infantes
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;RIOFRIO;P.A.C. Ávila Rural
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;RIOFRIO DE ALISTE;P.A.C. Tábara
G.A.S. ZAMORA;171109;CARBALLEDA;C.S. MOMBUEY;RIONEGRO DEL PUENTE;P.A.C. Mombuey
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;RIOSECO DE SORIA;P.A.C. El Burgo De Osma
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;RIOSECO DE TAPIA;P.A.C. La Magdalena
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;RIVILLA DE BARAJAS;P.A.C. Fontiveros
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;ROA;P.A.C. Roa De Duero
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;ROALES;P.A.C. Zamora Integrado
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;ROALES DE CAMPOS;P.A.C. Valderas
G.A.P. LEON;170307;CUENCA DEL BERNESGA;C.S. CUENCA BERNESGA;ROBLA (LA);P.A.C La Pola de Gordón
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;ROBLADILLO;P.A.C. Tordesillas
G.A.P. SALAMANCA;170626;ROBLEDA;C.S. ROBLEDA;ROBLEDA;P.A.C. Robleda
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;ROBLEDA-CERVANTES;P.A.C. Puebla De Sanabria
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;ROBLIZA DE COJOS;P.A.C. Matilla Caños
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;RODA DE ERESMA;P.A.C. Segovia Rural
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;ROELOS DE SAYAGO;P.A.C. Bermillo De Sayago
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;ROJAS;P.A.C. Briviesca
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;ROLLAMIENTA;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170623;PERIURBANA SUR;C.S. PERIURBANO SUR;ROLLAN;P.A.C. Periurbano Sur
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;ROPERUELOS DEL PARAMO;P.A.C. La Bañeza
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;ROSINOS DE LA REQUEJADA;P.A.C. Puebla De Sanabria
G.A.S. ZAMORA;171109;CARBALLEDA;C.S. MOMBUEY;ROSINOS DE LA REQUEJADA;P.A.C. Mombuey
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;ROYO (EL);P.A.C. Soria Rural Norte Y Sur
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;ROYUELA DE RIO FRANCO;P.A.C. Lerma
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;RUBENA;P.A.C. Burgos Rural Norte Sur
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;RUBI DE BRACAMONTE;P.A.C. Medina
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;RUBLACEDO DE ABAJO;P.A.C. Briviesca
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;RUCANDIO;P.A.C. Briviesca
G.A.P. BURGOS;170232;VALLE DE VALDEBEZANA;C.S. VALLE VALDEBEZANA;RUCANDIO;P.A.C. Valle Valdebezana
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;RUEDA;P.A.C. Medina
G.A.P. LEON;170306;CISTIERNA;C.S. CISTIERNA;SABERO;P.A.C. Cistierna
G.A.S. SEGOVIA;170716;SACRAMENIA;C.S. SACRAMENIA;SACRAMENIA;P.A.C. Sacramenia
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;SAELICES DE MAYORGA;P.A.C. Mayorga De Campos
G.A.P. SALAMANCA;170606;CIUDAD RODRIGO;C.S. CIUDAD RODRIGO;SAELICES EL CHICO;P.A.C. Ciudad Rodrigo
G.A.P. SALAMANCA;170608;FUENTE DE SAN ESTEBAN LA;C.S. FUENTE DE SAN ESTEBAN;SAGRADA (LA);P.A.C. Fuente De San Esteban
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;SAHAGUN;P.A.C. Sahagún Campos
G.A.P. SALAMANCA;170626;ROBLEDA;C.S. ROBLEDA;SAHUGO (EL);P.A.C. Robleda
G.A.P. SALAMANCA;170612;GARRIDO SUR;C.S. GARRIDO SUR;SALAMANCA;P.A.C. Salamanca Urbano
G.A.P. SALAMANCA;170614;ALAMEDILLA;C.S. ALAMEDILLA;SALAMANCA;P.A.C. Salamanca Urbano
G.A.P. SALAMANCA;170635;UNIVERSIDAD-CENTRO;C.S. UNIVERSIDAD CENTRO;SALAMANCA;P.A.C. Salamanca Urbano
G.A.P. SALAMANCA;170629;SANCTI-SPIRITUS-CANALEJAS;C.S. F.VILLALOBOS;SALAMANCA;P.A.C. Salamanca Urbano
G.A.P. SALAMANCA;170636;SAN JUAN;C.S. SAN JUAN;SALAMANCA;P.A.C. Salamanca Urbano
